amplitude_mae,amplitude_nrmse,amplitude_scale,center_shift_voxels,index,name,particle_seed,phase_offset_rad,phase_type,phase_wca,phase_wca_direct,phase_wca_inverted,shape_phase,shape_type,split,support_dice,support_iou,support_precision,support_recall,support_volume_ratio,threshold,twin_flip_selected,wrapped_phase_mae_rad
20947938.0,0.037858560071004646,12236744290.277588,"[1, 2, 0]",5458,sample_101465.npz,21294652,1.3883365392684937,gauss,0.36914199590682983,0.36914199590682983,0.8669355362653732,random/gauss,random,evaluation,0.7877998884136136,0.649892605093587,0.7715846994535519,0.8047112462006079,1.042933130699088,0.275,False,0.41652095317840576
17464290.0,0.03424491285079315,18069972230.852356,"[0, 1, 1]",5459,sample_101466.npz,21294653,1.8759796619415283,gauss,0.35827648639678955,0.35827648639678955,0.8632677644491196,winterbottom/gauss,winterbottom,evaluation,0.917014708552751,0.846747149564051,0.8972992181947406,0.9376160415893056,1.044931303379131,0.275,False,0.1087503731250763
16364966.0,0.06144514497518683,8881144680.830652,"[0, 0, 1]",5460,sample_101467.npz,21294653,-1.3908984661102295,random,0.4683840870857239,0.9249710142612457,0.4683840870857239,winterbottom/random,winterbottom,evaluation,0.8726626618157205,0.7740918643050135,0.9276848354020507,0.8238019169329074,0.8880191693290734,0.275,True,0.30893370509147644
22407916.0,0.02469734584067699,15446813178.603315,"[0, 0, 1]",5461,sample_101468.npz,21294653,1.9165105819702148,gauss,0.49054718017578125,0.49054718017578125,0.6285000145435333,winterbottom/gauss,winterbottom,evaluation,0.878267363704257,0.7829560585885486,0.8468554968795007,0.9120992761116856,1.0770423991726992,0.275,False,0.4016963839530945
23491360.0,0.04745727466971591,11529548665.485138,"[1, -1, 0]",5462,sample_101469.npz,21294654,0.9164810180664062,random,0.7754213213920593,0.904068112373352,0.7754213213920593,random/random,random,evaluation,0.8469556977019663,0.7345387302239572,0.8975646497614863,0.8017492711370262,0.8932496075353218,0.275,True,0.42122718691825867
18550418.0,0.019466494700111303,24195966769.87976,"[-1, 0, 0]",5463,sample_101471.npz,21294654,3.0226831436157227,gauss,0.2745218873023987,0.2745218873023987,0.844815656542778,random/gauss,random,evaluation,0.9374548083875632,0.8822728819326301,0.9185263903648601,0.9571797711332595,1.0420819490586932,0.275,False,0.09338022023439407
20389706.0,0.059525072477280054,8316594210.665568,"[1, -1, 0]",5464,sample_101473.npz,21294655,-2.0058541297912598,cosine,0.7521785497665405,0.9741445444524288,0.7521785497665405,random/cosine,random,evaluation,0.8315289648622982,0.7116384915474643,0.9504993486756405,0.7390276839972991,0.7775151924375422,0.275,True,0.33282190561294556
29659808.0,0.025192667715789544,4131206305.1799955,"[0, 0, 0]",5465,sample_101476.npz,21294656,-1.9752159118652344,cosine,0.46548157930374146,0.46548157930374146,0.9634907618165016,wulff/cosine,wulff,evaluation,0.9583718778908418,0.9200710479573713,0.9568965517241379,0.9598517603458925,1.003088326127239,0.275,False,0.1595272272825241
23988672.0,0.03490866348890648,3419628059.9025006,"[0, 0, 0]",5466,sample_101477.npz,21294656,-0.3148847818374634,cosine,0.5495137870311737,0.5495137870311737,0.8814763873815536,wulff/cosine,wulff,evaluation,0.8972734783806114,0.8136863136863137,0.9948091603053435,0.8171557562076749,0.8214196137446702,0.275,False,0.2016848623752594
12995408.0,0.019205643149826954,2131637782.247823,"[0, 0, 0]",5467,sample_101478.npz,21294657,-1.805268406867981,cosine,0.27836400270462036,0.9724546540528536,0.27836400270462036,wulff/cosine,wulff,evaluation,0.9500619067271977,0.904874213836478,0.9928119608970672,0.9108414666314957,0.9174360327090477,0.275,True,0.229271799325943
15472219.0,0.01849699953512483,8990088420.2458,"[0, 1, 0]",5468,sample_101479.npz,21294657,1.8886340856552124,gauss,0.16297972202301025,0.44036513566970825,0.16297972202301025,wulff/gauss,wulff,evaluation,0.9327188940092166,0.8739205526770294,0.9216757741347905,0.9440298507462687,1.0242537313432836,0.275,True,0.12733222544193268
17934172.0,0.044551296762249296,4219071653.068574,"[1, 0, 0]",5469,sample_101480.npz,21294657,1.002371907234192,gauss,0.5061020255088806,0.7027914524078369,0.5061020255088806,wulff/gauss,wulff,evaluation,0.9404595516296752,0.8876108062473618,0.9317602747313615,0.9493227990970655,1.0188487584650112,0.275,True,0.5492979884147644
12413946.0,0.01079145796493693,7867728192.439875,"[0, 0, 0]",5470,sample_101481.npz,21294658,1.015095829963684,gauss,0.12776988744735718,0.12776988744735718,0.4008052945137024,wulff/gauss,wulff,evaluation,0.9815056004167751,0.9636828644501279,0.9696345856922285,0.9936708860759493,1.024789029535865,0.275,False,0.07568895816802979
10860240.0,0.013386504352769118,17908811701.548115,"[0, 0, 0]",5471,sample_101482.npz,21294658,0.07026731222867966,cosine,0.09757524728775024,0.09757524728775024,0.6872352063655853,wulff/cosine,wulff,evaluation,0.970551114850652,0.9427870862280343,0.969327731092437,0.9717775905644482,1.0025273799494523,0.275,False,0.0990680456161499
18824352.0,0.02738045966294249,15807463344.44803,"[0, 0, 1]",5472,sample_101483.npz,21294658,0.9430369138717651,random,0.491487979888916,0.491487979888916,0.5064387917518616,wulff/random,wulff,evaluation,0.8873527905785971,0.7975149562816383,0.922299095263438,0.8549580661075481,0.9269856931425753,0.275,False,0.680577278137207
17533730.0,0.027632301750630632,7187210856.682662,"[1, 0, 0]",5473,sample_101484.npz,21294659,-2.9352169036865234,cosine,0.5806941092014313,0.5806941092014313,0.9636052250862122,random/cosine,random,evaluation,0.876210235131397,0.7796923076923077,0.9271862422246615,0.8305473615208129,0.895771878072763,0.275,False,0.21724890172481537
